Unnamed: 0,ID Primario,ID,Unnamed: 3,SETOR,GRUPO,ITEM,UNIDADE,QUANT.,PREÇO UNITÁRIO,PREÇO TOTAL 
,49.0,4.5,24.03.06,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, ESCORAMENTO DE VALAS/CAVAS -CONTÍNUO  ,m2,23510.93,96,2257049.2800000003
,50.0,4.6,24.03.07,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, ESCORAMENTO DE VALAS/CAVAS -DESCONTÍNUO  ,m2,110292.14,64.68,7133695.615200001
,51.0,4.7,24.05.01,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, FORMA PLANA PARA CONCRETO COMUM  ,m2,8338.55,80.07,667667.6984999999
,52.0,4.8,24.06.02,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, BARRA DE AÇO CA-50  ,kg,270419.44,8.52,2303973.6288
,53.0,4.9,24.07.01,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, CONCRETO fck 10 MPa  ,m3,453.61,386.3,175229.543
,54.0,4.10,24.07.02,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, CONCRETO fck 15 MPa  ,m3,1241.07,426.19,528931.6233
,55.0,4.11,24.07.04,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, CONCRETO fck 20 MPa  ,m3,1248.84,455.28,568571.8751999999
,56.0,4.12,24.07.05,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, CONCRETO fck 25 MPa  ,m3,1049.76,467.63,490899.2688
,57.0,4.13,24.10.02,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, CALÇAMENTO DE CONCRETO fck 15 MPa  ,m3,1706.98,610.14,1041496.7772
,58.0,4.14,24.11.05,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, ALVENARIA DE BLOCO DE CONCRETO  ,m3,2271.85,460.87,1047027.5094999999
,59.0,4.15,24.11.07,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, REVESTIMENTO DE ARGAMASSA DE CIMENTO E AREIA  ,m2,10811.41,34.41,372020.61809999996
,60.0,4.16,24.12.01.01,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, ENCHIMENTO DE VALA COM PEDRA BRITADA 1 E 2  ,m3,7411.57,98.43,729520.8351
,61.0,4.17,24.12.08,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, COMPACTAÇÃO MANUAL COM REATERRO SOLO LOCAL  ,m3,110624.59,24.16,2672690.0944
,62.0,4.18,24.16.04,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM," TUBO DE CONCRETO D= 0,50m CLASSE PA-2  ",m,1534,183.95,282179.3
,63.0,4.19,24.16.08,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM," TUBO DE CONCRETO D= 0,60m CLASSE PA-2  ",m,10654.4,224.28,2389568.832
,64.0,4.20,24.16.12,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM," TUBO DE CONCRETO D= 0,80m CLASSE PA-2  ",m,5361,328.77,1762535.97
,65.0,4.21,24.16.16,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM," TUBO DE CONCRETO D= 1,00m CLASSE PA-2  ",m,2367,453.48,1073387.1600000001
,66.0,4.22,24.16.20,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM," TUBO DE CONCRETO D= 1,20m CLASSE PA-2 TUBO DE CONCRETO D 1,20m CLASSE PA 2  ",mm,1796,715.88,1285720.48
,67.0,4.23,24.19.04.01,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, SARJETA DE CONCRETO fck 20 MPa  ,m3,1599.94,603.32,965275.8008000001
,68.0,4.24,24.19.05.01,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, GUIA DE CONCRETO fck 20 MPa  ,m3,1326.05,751.75,996858.0875
,69.0,4.25,24.19.06,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, TELAR E TAMPÃO DE FERRO FUNDIDO  ,unid,466,455.44,212235.04
,70.0,4.26,24.88.03.05.01,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, BOMBA CENTRÍFUGA Hman = 25mca Q=2400 l/min  ,unid,22,6466.5,142263.0
,71.0,4.27,24.88.03.05.02,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, BOMBA CENTRÍFUGA Hman = 40mca Q=840 l/min  ,unid,2,3510,7020.0
,72.0,4.28,24.88.71.01,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, GRELHA METAL VEÍCULOS ATÉ 10 ton 13 x 50 cm  ,unid,605,83.05,50245.25
,73.0,4.29,24.88.71.02,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, GRELHA METAL 13 x 50 cm  ,unid,2148,83.05,178391.4
,74.0,4.30,24.88.71.03,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, CALHA DRENAGEM 13 x 50 cm  ,unid,8592,83.05,713565.6
,75.0,4.31,24.88.72.01,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM," TUBO DE AÇO CARBONO EXTREMIDADE CHANFRADA, PRETO, SEM COSTURA, PROTEGIDO COM FITA ANTI-CORROSIVA, ASTM A-106 GRB, SCH-40 -Ø150 mm  ",m,2166,510.91,1106631.06
,76.0,4.32,24.88.72.02,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM," TUBO DE AÇO CARBONO EXTREMIDADE CHANFRADA, PRETO, SEM COSTURA, PROTEGIDO COM FITA ANTI-CORROSIVA, ASTM A-106 GRB, SCH-40 -Ø100 mm  ",m,690.6,343.28,237069.16799999998
,77.0,4.33,24.88.72.03,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM," CURVA 90º DE AÇO CARBONO ASTM A-106 GRB, SCH-40 -Ø100 mm  ",unid,130,133.96,17414.8
,78.0,4.34,24.88.17.02.15,ACESSOS - LADO SANTOS E GUARUJÁ,OBRAS DE ARTE CORRENTE E DRENAGEM, LAJOTA PRÉ MOLDADA DE CONCRETO E=7CM JUNTA DE GRAMA  ,m2,10386,55.24,573722.64
,79.0,5,25,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  ,, ,,,
,80.0,5.1,25.21.88.05.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , DEMOLIÇÃO DE GUIA EM CONCRETO ARMADO -PAREDE DIAFRAGMA  ,m3,1562.9,294.37,460070.873
,81.0,5.2,22.02.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , ESCAVAÇÃO E CARGA DE MATERIAL DE 1ª/2ª CATEGORIA  ,m3,199090,4.9,975541.0000000001
,82.0,5.3,22.02.05,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , ESCAVAÇÃO E CARGA DE SOLO MOLE SOB LÂMINA D' ÁGUA  ,m3,90000,10.66,959400.0
,83.0,5.4,22.02.09,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , ESPALHAMENTO / REGULARIZAÇÃO / COMPACTAÇÃO DE MATERIAL EM BOTA-FORA.  ,m3,268240,2.21,592810.4
,84.0,5.5,22.03.05,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , TRANSPORTE DE MATERIAL DE 1ª/2ª CATEGORIA ATÉ 15 km  ,m3 x km,2836200,1.26,3573612.0
,85.0,5.6,22.03.06,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , TRANSPORTE DE MATERIAL DE 1ª/2ª CATEGORIA ALÉM DE 15 km  ,m3 x km,7129600,0.99,7058304.0
,86.0,5.7,22.03.10,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , TRANSPORTE DE SOLO MOLE ALÉM DE 2 km  ,m3 x km,4394542.09,2.41,10590846.436900001
,87.0,5.8,22.04.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , COMPACTAÇÃO DE ATERRO MAIOR/IGUAL 95% PN  ,m3,189080,3.01,569130.7999999999
,88.0,5.9,22.06.04,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , FUNDAÇÃO DE ATERRO COM PEDRA RACHÃO  ,m3,24396,101.3,2471314.8
,89.0,5.10,24.01.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , VOLUME DE ATERRO COMPACTADO  ,m3,25662.52,8.52,218644.6704
,90.0,5.11,24.12.02,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , ENCHIMENTO DE VALA COM AREIA LAVADA  ,m3,1100,131.19,144309.0
,91.0,5.12,24.14.01.09,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , MANTA GEOTEXTIL NÃO TECIDA RESISTENCIA LONGITUDIANAL 31 kN/m  ,m2,40660,16.95,689187.0
,92.0,5.13,24.15.16,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  ," DUTO CORRUGADO PEAD 0,10m  ",m,630,44.53,28053.9
,93.0,5.14,24.88.29.06.13,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , PONTEIRA DRENANTE 4 LINHAS  ,unid,280,334.46,93648.79999999999
,94.0,5.15,24.88.70.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , FORNECIMENTO E INSTALAÇÃO DE TUBO GEOMECÂNICO DIÂMETRO DE 100mm  ,m,9144,35.42,323880.48000000004
,95.0,5.16,24.88.73.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , CONJUNTO MOTOR BOMBA DE 20 HP  ,unid,10,10475.85,104758.5
,96.0,5.17,24.88.73.02,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , DHP A VÁCUO  ,m,690,114.75,79177.5
,97.0,5.18,24.88.73.03,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , FORNECIMENTO E INSTALAÇÃO DE INCLINÔMETROS  ,unid,70,31671,2216970.0
,98.0,5.19,25.02.02,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , ESCAVAÇÃO MECÂNICA PARA OBRAS SEM EXPLOSIVO  ,m3,542191.72,10.92,5920733.5824
,99.0,5.20,25.06.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , FORMA PLANA PARA CONCRETO COMUM  ,m2,15769.66,80.07,1262676.6761999999
,100.0,5.21,25.07.02,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , BARRA DE AÇO CA-50  ,kg,11022784.8,8.52,93914126.496
,101.0,5.22,25.07.03,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , BARRA DE AÇO CA-60  ,kg,198481.2,9.2,1826027.04
,102.0,5.23,25.07.05,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  ," FORNECIMENTO E INSTALAÇÃO DE TELA DE METAL PARA GUIA AÇO CA-60 (2,56 kg/m²)  ",kg,33033.55,7.38,243787.59900000002
,103.0,5.24,25.09.02,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , CONCRETO fck 15 MPa  ,m3,1562.9,426.19,666092.351
,104.0,5.25,25.09.04,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  , CONCRETO fck 20 MPa  ,m3,108993,455.28,49622333.04
,105.0,5.26,25.88.04.06.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  ," FORNECIMENTO, INSTALAÇÃO E LANÇAMENTO DE TUBO METÁLICO EM AÇO CARBONO COM RESISTÊNCIA CARACTERISTICA SUPERIOR A 350 MPa, DIÂMETRO DE 1500 mm, ESPESSURA DE PAREDE > 16 mm E COMPRIMENTO DE 50,0 m -EXECUÇÃO DE ESTRONCAS  ",kg,1591744.5,10.69,17015748.705
,106.0,5.27,25.88.04.06.02,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  ," FORNECIMENTO E CRAVAÇÃO DE  COMBINED WALL WITH TUBULAR PILES  COM COMPRIMENTO ATÉ 50,0 METROS, EM AÇO CARBONO COM RESISTÊNCIA CARACTERISTICA SUPERIOR A 350 Mpa, INCLUSIVE JUNTA SELANTE POLIMÉRICA ENTRE ELEMENTOS  ",kg,10492093.15,10.89,114258894.4035
,107.0,5.28,25.88.04.06.07,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  ," PERFURAÇÃO EM ROCHA, ROLERBIT, DE DIÂMETRO 1,40M  ",m,1200,4830,5796000.0
,108.0,5.29,25.88.17.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  ," EXECUÇÃO DE PAREDE DIAFRAGMA EM SOLO COM CLAMSHELL HIDRAULICO, ESPESSURA 0,80 METRO, INCLUINDO ESCAVAÇÃO E DEJEITO EM SOLO COM SPT < 50, COLOCAÇÃO DE ARMADURA E CONCRETAGEM.  ",m3,48342.36,541.88,26195758.0368
,109.0,5.30,25.88.17.01.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  ," EXECUÇÃO DE PAREDE DIAFRAGMA EM ROCHA ALTERADA COM HIDROFRESA COM ESPESSURA 0,80 ALTERADA COM HIDROFRESA COM ESPESSURA 0,80 METRO, INCLUINDO ESCAVAÇÃO E DEJEITO EM SOLO COM SPT > 50, COLOCAÇÃO DE ARMADURA E CONCRETAGEM.  ",m3,29731.05,3427.5,101903173.875
,110.0,5.31,25.88.17.03.01,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  ," EXECUÇÃO DE PAREDE DIAFRAGMA EM ROCHA ALTERADA COM HIDROFRESA COM ESPESSURA 0,60 METRO, INCLUINDO ESCAVAÇÃO E DEJEITO EM SOLO COM SPT > 50, COLOCAÇÃO DE ARMADURA E CONCRETAGEM.  ",m3,11993,3427.5,41106007.5
,111.0,5.32,25.88.17.03.02,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  ," EXECUÇÃO DE PAREDE DIAFRAGMA EM SOLO COM CLAMSHELL HIDRAULICO, ESPESSURA 0,60 METRO, INCLUINDO ESCAVAÇÃO E DEJEITO EM SOLO COM SPT < 50, COLOCAÇÃO DE ARMADURA E CONCRETAGEM.  ",m3,11993,541.88,6498766.84
,112.0,5.33,25.88.18.02,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  ," PERFURAÇÃO DE COLUNA JET GROUTING EM SOLO, SEM INJEÇÃO  ",m,341430,49.95,17054428.5
,113.0,5.34,25.88.18.03,ACESSOS - LADO SANTOS E GUARUJÁ, OBRAS DE CONTENÇÃO GEOTÉCNICA  ," EXECUÇÃO DE COLUNA JET GROUTING COM DIÂMETRO DE 1,20M  ",m,74148,618.6,45867952.800000004
